"","Time","Name","Instructor","Location"
"Thursday, 20 February 2025","06:00 - 06:45","REFORMER PILATES","AMANDA","CLARKSON"
"Thursday, 20 February 2025","06:00 - 06:45","REFORMER PILATES","GEORGIA","WANNEROO"
"Thursday, 20 February 2025","06:00 - 06:30","S-CONNECT BIG RIG","EVIE","CLARKSON"
"Thursday, 20 February 2025","06:00 - 06:45","LIME CIRCUIT","NELLIE","ALBION PARK"
"Thursday, 20 February 2025","06:15 - 07:00","HYBRID","LAURA","HIIT REPUBLIC TUGGERANONG"
"Thursday, 20 February 2025","06:15 - 07:00","HYBRID","SAM","HIIT REPUBLIC KINGSTON"
"Thursday, 20 February 2025","06:15 - 07:00","HYBRID","DORIS","HIIT REPUBLIC QUEANBEYAN"
"Thursday, 20 February 2025","06:15 - 07:00","TIME CAP","FIONA","HIIT REPUBLIC MITCHELL"
"Thursday, 20 February 2025","06:15 - 07:00","THROWDOWN","NICK","HIIT REPUBLIC BRADDON"
"Thursday, 20 February 2025","06:15 - 07:00","BLEND","NIDAHL","HIIT REPUBLIC ERINDALE"
"Thursday, 20 February 2025","06:15 - 07:00","THROWDOWN","TAHLIA","HIIT REPUBLIC CISAC"
"Thursday, 20 February 2025","06:15 - 07:00","STRENGTH ENDURANCE","JAMISON","HIIT REPUBLIC WOLLONGONG"
"Thursday, 20 February 2025","06:15 - 07:00","HYBRID","JONATHON","HIIT REPUBLIC GOULBURN"
"Thursday, 20 February 2025","06:15 - 07:00","BLEND","RICHIE","HIIT REPUBLIC CANBERRA CITY"
"Thursday, 20 February 2025","06:15 - 07:00","HYBRID","GRACE","HIIT REPUBLIC GUNGAHLIN"
"Thursday, 20 February 2025","06:15 - 07:00","THROWDOWN","ALEISHA","HIIT REPUBLIC WESTON"
"Thursday, 20 February 2025","06:15 - 07:00","AMRAP","JORDAN","HIIT REPUBLIC CORRIMAL"
"Thursday, 20 February 2025","06:15 - 07:00","EMOM","JOEL","HIIT REPUBLIC WODEN"
"Thursday, 20 February 2025","06:15 - 07:00","HYBRID","LOUISE","HIIT REPUBLIC YAMANTO"
"Thursday, 20 February 2025","06:15 - 07:00","LIFT","JACK","HIIT REPUBLIC SHELLHARBOUR"
"Thursday, 20 February 2025","06:15 - 07:00","HYBRID","CHARLOTTE","HIIT REPUBLIC REDCLIFFE"
"Thursday, 20 February 2025","06:15 - 07:00","STRENGTH","KARL","HIIT REPUBLIC COBURG"
"Thursday, 20 February 2025","06:15 - 07:00","REFORMER","MARNI","WILLIAMSTOWN"
"Thursday, 20 February 2025","06:30 - 07:00","VIRTUAL LES MILLS CORE","VIRTUAL INSTRUCTOR","TENERIFFE"
"Thursday, 20 February 2025","06:30 - 07:15","LIME CIRCUIT","CONNOR","RHODES"
"Thursday, 20 February 2025","06:30 - 07:00","VIRTUAL CORE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Thursday, 20 February 2025","06:30 - 07:30","STRENGTH & CONDITIONING","NIK","WILLIAMSTOWN"
"Thursday, 20 February 2025","06:45 - 07:45","H.I.I.T","HAYLEY","SOUTH MORANG (ONE HEALTH)"
"Thursday, 20 February 2025","06:50 - 07:35","REFORMER PILATES","CASSANDRA","TENERIFFE"
"Thursday, 20 February 2025","07:00 - 07:45","THROWDOWN","NICK","HIIT REPUBLIC BRADDON"
"Thursday, 20 February 2025","07:00 - 07:45","STRENGTH ENDURANCE","JAMISON","HIIT REPUBLIC WOLLONGONG"
"Thursday, 20 February 2025","07:00 - 07:50","REFORMER PILATES","NATALIE","FIVE DOCK"
"Thursday, 20 February 2025","07:00 - 08:00","ATTACK EXPRESS","SHELLEY","TOORMINA"
"Thursday, 20 February 2025","07:00 - 07:45","LIME LIFT","JESS","SCORESBY"
"Thursday, 20 February 2025","07:00 - 07:45","REFORMER - INTERMEDIATE","KEANA","UPWEY"
"Thursday, 20 February 2025","07:00 - 07:45","REFORMER PILATES","AMBAR","PARKDALE"
"Thursday, 20 February 2025","07:00 - 07:45","REFORMER PILATES","HEATHER","MULGRAVE"
"Thursday, 20 February 2025","07:00 - 07:45","REFORMER PILATES","BRIDGET","SCORESBY"
"Thursday, 20 February 2025","07:00 - 07:45","LIME CIRCUIT","LUCAS","PYRMONT"
"Thursday, 20 February 2025","07:00 - 07:45","LIME LIFT","STEVE","OAKLEIGH"
"Thursday, 20 February 2025","07:00 - 07:50","REFORMER PILATES","SAM","PYRMONT"
"Thursday, 20 February 2025","07:00 - 08:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Thursday, 20 February 2025","07:00 - 07:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Thursday, 20 February 2025","07:00 - 08:00","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Thursday, 20 February 2025","07:00 - 07:50","REFORMER PILATES","NARIMAN","MENTONE"
"Thursday, 20 February 2025","07:00 - 07:45","REFORMER","MARNI","WILLIAMSTOWN"
"Thursday, 20 February 2025","07:00 - 07:45","REFORMER PILATES","GEORGIA","WANNEROO"
"Thursday, 20 February 2025","07:00 - 07:45","LIME CIRCUIT","JUSTIN","GLADESVILLE"
"Thursday, 20 February 2025","07:15 - 08:10","VIRTUAL BODYCOMBAT","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Thursday, 20 February 2025","07:15 - 08:00","LIME STRETCH","WESTON","NORMAN PARK (ACTIVE LIFE)"
"Thursday, 20 February 2025","07:15 - 08:00","REFORMER PILATES","VANESSA","KINGS SQUARE"
"Thursday, 20 February 2025","07:30 - 08:30","VIRTUAL RPM","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Thursday, 20 February 2025","07:30 - 08:00","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","TENERIFFE"
"Thursday, 20 February 2025","07:30 - 08:15","BODYPUMP","TREVA","ANU"
"Thursday, 20 February 2025","07:40 - 08:25","REFORMER PILATES","CASSANDRA","TENERIFFE"
"Thursday, 20 February 2025","08:00 - 08:45","JUNGLE BODY - GETLOW","KATHRYN","CLEVELAND"
"Thursday, 20 February 2025","08:00 - 09:00","LIME ACTIVE LIFE","SHELLEY","TOORMINA"
"Thursday, 20 February 2025","08:00 - 08:45","REFORMER PILATES","KEANA","UPWEY"
"Thursday, 20 February 2025","08:00 - 08:45","REFORMER ACTIVE","AMBAR","PARKDALE"
"Thursday, 20 February 2025","08:00 - 08:50","REFORMER PILATES","SAM","PYRMONT"
"Thursday, 20 February 2025","08:00 - 09:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Thursday, 20 February 2025","08:00 - 08:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Thursday, 20 February 2025","08:00 - 08:45","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","LAVINGTON"
"Thursday, 20 February 2025","08:15 - 09:15","YOGALATES","JO","NORMAN PARK (ACTIVE LIFE)"
"Thursday, 20 February 2025","08:30 - 09:00","LIME BOX","ANG","MOOLOOLABA"
"Thursday, 20 February 2025","08:30 - 09:30","MAT PILATES","CASSANDRA","TENERIFFE"
"Thursday, 20 February 2025","08:30 - 09:20","REFORMER PILATES","NATALIE","FIVE DOCK"
"Thursday, 20 February 2025","08:30 - 09:00","LIME CIRCUIT","JORDAN","DEAGON"
"Thursday, 20 February 2025","08:30 - 09:15","LIME ACTIVE LIFE","ASH","GOULBURN - LANSDOWNE STREET"
"Thursday, 20 February 2025","08:30 - 09:15","GENTLE FLOW YOGA","BLAIR","PALMERSTON (IFITNESS 247)"
"Thursday, 20 February 2025","08:30 - 09:15","LIME ACTIVE LIFE","VIV","MENTONE"
"Thursday, 20 February 2025","08:30 - 09:15","REFORMER PILATES","LEILANE","CLARKSON"
"Thursday, 20 February 2025","08:30 - 09:15","REFORMER PILATES","JENNA","WANNEROO"
"Thursday, 20 February 2025","08:45 - 09:30","LIME CIRCUIT","CORY","SIPPY DOWNS"
"Thursday, 20 February 2025","09:00 - 10:00","LIME CONDITION","LOLA","REDCLIFFE"
"Thursday, 20 February 2025","09:00 - 09:45","LIME LIFT","KATHRYN","CLEVELAND"
"Thursday, 20 February 2025","09:00 - 09:30","SPIN","JANE","CAMPBELLTOWN"
"Thursday, 20 February 2025","09:00 - 09:45","REFORMER - INTERMEDIATE","HEATHER","MULGRAVE"
"Thursday, 20 February 2025","09:00 - 09:45","REFORMER - INTERMEDIATE","AMBAR","PARKDALE"
"Thursday, 20 February 2025","09:00 - 09:45","LIME LIFT","LACHLAN","NOOSAVILLE"
"Thursday, 20 February 2025","09:00 - 09:30","LIME STRETCH","JORDAN","DEAGON"
"Thursday, 20 February 2025","09:00 - 10:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Thursday, 20 February 2025","09:00 - 10:45","CRECHE UNDER 13 MONTHS","OLIVIA","QUEANBEYAN"
"Thursday, 20 February 2025","09:00 - 10:45","CRECHE 1 TO 10 YEARS","OLIVIA","QUEANBEYAN"
"Thursday, 20 February 2025","09:00 - 09:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Thursday, 20 February 2025","09:00 - 09:45","PILATES","BRAYLEY","MILLNER (IFITNESS 247)"
"Thursday, 20 February 2025","09:00 - 09:45","LIME CORE","TINA D","BROADBEACH"
"Thursday, 20 February 2025","09:00 - 09:30","BODYCOMBAT","MARGS","KENNEDY PARK"
"Thursday, 20 February 2025","09:00 - 09:30","RPM","VANESSA","KENNEDY PARK"
"Thursday, 20 February 2025","09:00 - 09:55","MAT PILATES","TARINA","MENTONE"
"Thursday, 20 February 2025","09:00 - 09:30","S-CONNECT TOP HEAVY","TAMARA","BUTLER"
"Thursday, 20 February 2025","09:00 - 09:30","S-CONNECT BATTLEBOX","HOLLY","CLARKSON"
"Thursday, 20 February 2025","09:00 - 09:45","BODYPUMP","KAT","WANNEROO"
"Thursday, 20 February 2025","09:00 - 09:45","REFORMER PILATES","AIMEE","BUTLER"
"Thursday, 20 February 2025","09:15 - 10:15","BODYPUMP","ANG","MOOLOOLABA"
"Thursday, 20 February 2025","09:15 - 10:00","LIFT","HEIDI","HIIT REPUBLIC SHELLHARBOUR"
"Thursday, 20 February 2025","09:15 - 10:00","REFORMER PILATES","KELSIE","CARIBBEAN PARK"
"Thursday, 20 February 2025","09:15 - 10:00","LIME CIRCUIT","GEORGIA","PENRITH - MULGOA ROAD"
"Thursday, 20 February 2025","09:15 - 10:15","WOD","CLUB LIME ATHLETICA","PORT KENNEDY"
"Thursday, 20 February 2025","09:15 - 09:45","LIME BOX","RACHEL","PORT KENNEDY"
"Thursday, 20 February 2025","09:15 - 10:15","WOD","CLUB LIME ATHLETICA","MANDURAH"
"Thursday, 20 February 2025","09:15 - 10:10","LIME CIRCUIT","JOZEY","MANDURAH"
"Thursday, 20 February 2025","09:15 - 10:00","RPM","ZONA","WILLIAMSTOWN"
"Thursday, 20 February 2025","09:15 - 10:15","STRENGTH & CONDITIONING","SOFIA","WILLIAMSTOWN"
"Thursday, 20 February 2025","09:15 - 10:00","REFORMER PILATES","JENNA","WANNEROO"
"Thursday, 20 February 2025","09:30 - 10:30","LIME CIRCUIT","COURTNEY","GUNGAHLIN PLATINUM"
"Thursday, 20 February 2025","09:30 - 10:25","BODYPUMP","KAITLYN","TUGGERANONG"
"Thursday, 20 February 2025","09:30 - 10:30","BODYPUMP","PETER","BELCONNEN (OATLEY COURT)"
"Thursday, 20 February 2025","09:30 - 10:30","BODYPUMP","KAILAH","WAGGA WAGGA"
"Thursday, 20 February 2025","09:30 - 10:30","BODYBALANCE","TONI","BELCONNEN (CISAC PLATINUM)"
"Thursday, 20 February 2025","09:30 - 10:30","BODYCOMBAT","NICOLE","CISAC LADIES ONLY"
"Thursday, 20 February 2025","09:30 - 10:15","FLOW*","TREENA","LAVINGTON"
"Thursday, 20 February 2025","09:30 - 10:15","HYBRID","DORIS","HIIT REPUBLIC QUEANBEYAN"
"Thursday, 20 February 2025","09:30 - 10:15","BLEND","NIDAHL","HIIT REPUBLIC ERINDALE"
"Thursday, 20 February 2025","09:30 - 10:15","BODYPUMP","KATY","IPSWICH"
"Thursday, 20 February 2025","09:30 - 10:15","HYBRID","JONATHON","HIIT REPUBLIC GOULBURN"
"Thursday, 20 February 2025","09:30 - 10:30","LIME CIRCUIT","IRENE","MAWSON"
"Thursday, 20 February 2025","09:30 - 10:15","LIME CIRCUIT","JANE","CAMPBELLTOWN"
"Thursday, 20 February 2025","09:30 - 10:15","STRENGTH ENDURANCE","JAMISON","HIIT REPUBLIC WOLLONGONG"
"Thursday, 20 February 2025","09:30 - 10:30","BODYATTACK","COURTNEY","MOONEE BEACH"
"Thursday, 20 February 2025","09:30 - 10:15","REFORMER - INTERMEDIATE","KEANA","UPWEY"
"Thursday, 20 February 2025","09:30 - 10:15","GENTLE FLOW YOGA","JASMIN","UPWEY"
"Thursday, 20 February 2025","09:30 - 10:15","REFORMER - INTERMEDIATE","BRIDGET","SCORESBY"
"Thursday, 20 February 2025","09:30 - 10:15","CYCLE 45","CHERYL","UPWEY"
"Thursday, 20 February 2025","09:30 - 10:15","HYBRID","HIIT REPUBLIC","HIIT REPUBLIC YAMANTO"
"Thursday, 20 February 2025","09:30 - 10:15","LIME CIRCUIT","LEILANI","GREGORY HILLS (LIVE WELL)"
"Thursday, 20 February 2025","09:30 - 10:20","REFORMER PILATES","NATALIE","FIVE DOCK"
"Thursday, 20 February 2025","09:30 - 10:15","LIME CIRCUIT","MANUEL","FIVE DOCK"
"Thursday, 20 February 2025","09:30 - 10:15","LIME ABT","NELLIE","SHELLHARBOUR"
"Thursday, 20 February 2025","09:30 - 10:30","PILATES","SUE","UPWEY"
"Thursday, 20 February 2025","09:30 - 10:30","GENTLE FLOW YOGA","OXANA","GOULBURN - LANSDOWNE STREET"
"Thursday, 20 February 2025","09:30 - 10:30","PILATES","CHRISTINE","SUNNYBANK HILLS (HEALTHWORKS)"
"Thursday, 20 February 2025","09:30 - 10:30","GENTLE FLOW YOGA","SWATI","WOLLONGONG"
"Thursday, 20 February 2025","09:30 - 10:30","H.I.I.T","HAYLEY","SOUTH MORANG (ONE HEALTH)"
"Thursday, 20 February 2025","09:30 - 10:00","LIME ABT","VANESSA","KENNEDY PARK"
"Thursday, 20 February 2025","09:30 - 10:25","BODYPUMP","CHRIS","MENTONE"
"Thursday, 20 February 2025","09:30 - 10:15","LIME LIFT","JESS","SCORESBY"
"Thursday, 20 February 2025","09:30 - 10:15","LIME CONDITION","TINA","OAKLEIGH"
"Thursday, 20 February 2025","09:30 - 10:15","REFORMER","ANGELA","WILLIAMSTOWN"
"Thursday, 20 February 2025","09:30 - 10:15","CYCLE","CLAIRE","BUTLER"
"Thursday, 20 February 2025","09:30 - 10:15","S-CONNECT CONTENDER","TAMARA","BUTLER"
"Thursday, 20 February 2025","09:30 - 10:30","CLUBBERCISE","AGGIE","CLARKSON"
"Thursday, 20 February 2025","09:30 - 10:15","RPM","SHONNA","CLARKSON"
"Thursday, 20 February 2025","09:30 - 10:15","REFORMER PILATES","LEILANE","CLARKSON"
"Thursday, 20 February 2025","09:45 - 10:40","CARDIO BLAST","JULIE","PORT KENNEDY"
"Thursday, 20 February 2025","10:00 - 10:45","GENTLE FLOW YOGA","KITTI","REDCLIFFE"
"Thursday, 20 February 2025","10:00 - 11:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Thursday, 20 February 2025","10:00 - 10:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Thursday, 20 February 2025","10:00 - 10:45","LIME CIRCUIT","EMILY","WOLLONGONG"
"Thursday, 20 February 2025","10:00 - 10:45","LIME CONDITION","MARK","BROADBEACH"
"Thursday, 20 February 2025","10:00 - 10:50","REFORMER PILATES","TARINA","MENTONE"
"Thursday, 20 February 2025","10:00 - 10:45","VINYASA YOGA","KELLY","WANNEROO"
"Thursday, 20 February 2025","10:00 - 10:45","REFORMER PILATES","AIMEE","BUTLER"
"Thursday, 20 February 2025","10:15 - 11:15","VINYASA YOGA","CHER","MOOLOOLABA"
"Thursday, 20 February 2025","10:15 - 10:45","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","TENERIFFE"
"Thursday, 20 February 2025","10:15 - 11:00","LIME ABT","JANE","CAMPBELLTOWN"
"Thursday, 20 February 2025","10:15 - 11:10","XTREME HIP HOP","","MANDURAH"
"Thursday, 20 February 2025","10:15 - 11:00","REFORMER PILATES","JENNA","WANNEROO"
"Thursday, 20 February 2025","10:30 - 11:30","LIME ACTIVE LIFE","COURTNEY","MOONEE BEACH"
"Thursday, 20 February 2025","10:30 - 11:15","LIME ACTIVE LIFE","BRIDGET","SCORESBY"
"Thursday, 20 February 2025","10:30 - 11:30","BODYPUMP","CHRISTINE","SUNNYBANK HILLS (HEALTHWORKS)"
"Thursday, 20 February 2025","10:30 - 11:30","BODYBALANCE","DONNA","BLACKTOWN"
"Thursday, 20 February 2025","10:30 - 11:00","VIRTUAL GRIT CARDIO","VIRTUAL INSTRUCTOR","LAVINGTON"
"Thursday, 20 February 2025","10:30 - 11:15","REFORMER","ANGELA","WILLIAMSTOWN"
"Thursday, 20 February 2025","10:30 - 11:15","LIME ACTIVE LIFE","NIK","WILLIAMSTOWN"
"Thursday, 20 February 2025","10:30 - 11:15","VINYASA YOGA","JESS","CLARKSON"
"Thursday, 20 February 2025","10:30 - 11:15","BODYBALANCE","MAURINE","BUTLER"
"Thursday, 20 February 2025","10:45 - 11:15","VIRTUAL CORE","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Thursday, 20 February 2025","11:00 - 12:00","LIME ACTIVE LIFE","DANIEL","REDCLIFFE"
"Thursday, 20 February 2025","11:00 - 11:55","BODYBALANCE","JANE","TUGGERANONG"
"Thursday, 20 February 2025","11:00 - 12:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Thursday, 20 February 2025","11:00 - 12:30","CRECHE UNDER 13 MONTHS","OLIVIA","QUEANBEYAN"
"Thursday, 20 February 2025","11:00 - 12:30","CRECHE 1 TO 10 YEARS","OLIVIA","QUEANBEYAN"
"Thursday, 20 February 2025","11:00 - 12:00","POWER YOGA","BECKI","PENRITH - MULGOA ROAD"
"Thursday, 20 February 2025","11:00 - 11:45","PILATES","TINA D","BROADBEACH"
"Thursday, 20 February 2025","11:30 - 12:15","AQUA AEROBICS","BROOKE","ANU"
"Thursday, 20 February 2025","11:30 - 12:15","AQUA AEROBICS","BROOKE","ANU AQUATICS"
"Thursday, 20 February 2025","11:30 - 12:15","MAT PILATES","ANGELA","WILLIAMSTOWN"
"Thursday, 20 February 2025","12:00 - 13:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Thursday, 20 February 2025","12:00 - 12:45","REFORMER - INTERMEDIATE","HEATHER","MULGRAVE"
"Thursday, 20 February 2025","12:00 - 12:30","VIRTUAL CORE","VIRTUAL INSTRUCTOR","LAVINGTON"
"Thursday, 20 February 2025","12:10 - 12:55","HYBRID","NIDAHL","HIIT REPUBLIC TUGGERANONG"
"Thursday, 20 February 2025","12:10 - 12:55","HYBRID","SAM","HIIT REPUBLIC KINGSTON"
"Thursday, 20 February 2025","12:10 - 12:55","TIME CAP","FIONA","HIIT REPUBLIC MITCHELL"
"Thursday, 20 February 2025","12:10 - 12:55","THROWDOWN","BRAD","HIIT REPUBLIC BRADDON"
"Thursday, 20 February 2025","12:10 - 12:55","HYBRID","MADDY","HIIT REPUBLIC GUNGAHLIN"
"Thursday, 20 February 2025","12:10 - 12:55","EMOM","JOEL","HIIT REPUBLIC WODEN"
"Thursday, 20 February 2025","12:15 - 13:00","GENTLE FLOW YOGA","MAGEE","ANU"
"Thursday, 20 February 2025","12:15 - 13:00","BLEND","RICHIE","HIIT REPUBLIC CANBERRA CITY"
"Thursday, 20 February 2025","12:15 - 13:00","STRENGTH","BRIDGET","HIIT REPUBLIC COBURG"
"Thursday, 20 February 2025","12:15 - 13:00","LIME LIFT","STEVEN","ROSEBERY"
"Thursday, 20 February 2025","12:30 - 13:15","BODYBALANCE","JANE","KINGSTON"
"Thursday, 20 February 2025","12:30 - 13:00","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","TENERIFFE"
"Thursday, 20 February 2025","12:30 - 13:15","LES MILLS CORE","TINA","BELCONNEN (CISAC PLATINUM)"
"Thursday, 20 February 2025","12:30 - 13:00","LES MILLS SPRINT","BRUCE","BELCONNEN (CISAC PLATINUM)"
"Thursday, 20 February 2025","12:30 - 13:20","REFORMER PILATES","SAM","PYRMONT"
"Thursday, 20 February 2025","13:00 - 13:30","VIRTUAL LES MILLS CORE","VIRTUAL INSTRUCTOR","TENERIFFE"
"Thursday, 20 February 2025","13:00 - 14:00","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Thursday, 20 February 2025","13:00 - 14:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Thursday, 20 February 2025","13:00 - 13:45","VIRTUAL BODYATTACK","VIRTUAL INSTRUCTOR","LAVINGTON"
"Thursday, 20 February 2025","14:00 - 15:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Thursday, 20 February 2025","14:00 - 15:00","VIRTUAL BODYPUMP","VIRTUAL INSTRUCTOR","LAVINGTON"
"Thursday, 20 February 2025","15:00 - 15:45","VIRTUAL SH'BAM","VIRTUAL INSTRUCTOR","TENERIFFE"
"Thursday, 20 February 2025","15:00 - 16:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Thursday, 20 February 2025","15:00 - 15:30","VIRTUAL GRIT ATHLETIC","VIRTUAL INSTRUCTOR","LAVINGTON"
"Thursday, 20 February 2025","16:00 - 16:45","VIRTUAL RPM","VIRTUAL INSTRUCTOR","TENERIFFE"
"Thursday, 20 February 2025","16:00 - 17:00","VIRTUAL BODYBALANCE","VIRTUAL INSTRUCTOR","REDCLIFFE"
"Thursday, 20 February 2025","16:00 - 16:30","VIRTUAL GRIT SERIES","VIRTUAL INSTRUCTOR","TUGGERANONG"
"Thursday, 20 February 2025","16:00 - 17:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Thursday, 20 February 2025","16:00 - 16:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Thursday, 20 February 2025","16:00 - 17:00","KIDS KICKBOXING/WRESTLING","AVTAR","PENRITH - MULGOA ROAD"
"Thursday, 20 February 2025","16:00 - 16:45","VIRTUAL BODYATTACK","VIRTUAL INSTRUCTOR","LAVINGTON"
"Thursday, 20 February 2025","16:00 - 17:00","WOD","CLUB LIME ATHLETICA","PORT KENNEDY"
"Thursday, 20 February 2025","16:00 - 16:45","KIDS FITNESS","EVIE","WANNEROO"
"Thursday, 20 February 2025","16:30 - 17:30","BODYPUMP","JEFF K","WOLLONGONG"
"Thursday, 20 February 2025","16:30 - 17:15","LIME LIFT","PETER","UPWEY"
"Thursday, 20 February 2025","16:30 - 17:15","REFORMER - INTERMEDIATE","ALEISHA","SCORESBY"
"Thursday, 20 February 2025","16:30 - 17:15","REFORMER PILATES","HILARY","UPWEY"
"Thursday, 20 February 2025","16:30 - 17:15","MAT PILATES","LEILANE","WANNEROO"
"Thursday, 20 February 2025","16:30 - 17:15","REFORMER PILATES","ANTO","KINGS SQUARE"
"Thursday, 20 February 2025","16:30 - 17:15","REFORMER PILATES","FIONA","WANNEROO"
"Thursday, 20 February 2025","16:45 - 17:15","GRIT","RENEE","DARWIN CITY (IFITNESS 247)"
"Thursday, 20 February 2025","17:00 - 17:30","LES MILLS SPRINT","KIRSTY","GUNGAHLIN PLATINUM"
"Thursday, 20 February 2025","17:00 - 17:45","HYBRID","LARA","HIIT REPUBLIC KINGSTON"
"Thursday, 20 February 2025","17:00 - 17:45","HYBRID","NICK","HIIT REPUBLIC QUEANBEYAN"
"Thursday, 20 February 2025","17:00 - 17:30","VIRTUAL LES MILLS CORE","VIRTUAL INSTRUCTOR","TENERIFFE"
"Thursday, 20 February 2025","17:00 - 17:45","REFORMER PILATES","CAMILE","TENERIFFE"
"Thursday, 20 February 2025","17:00 - 17:45","STRENGTH ENDURANCE","MARY","HIIT REPUBLIC WOLLONGONG"
"Thursday, 20 February 2025","17:00 - 17:45","HYBRID","SARA","HIIT REPUBLIC GOULBURN"
"Thursday, 20 February 2025","17:00 - 17:45","HYBRID","KAYLA","HIIT REPUBLIC GUNGAHLIN"
"Thursday, 20 February 2025","17:00 - 17:45","THROWDOWN","LUKE","HIIT REPUBLIC WESTON"
"Thursday, 20 February 2025","17:00 - 17:45","AMRAP","DIEGO","HIIT REPUBLIC CORRIMAL"
"Thursday, 20 February 2025","17:00 - 17:45","HYBRID","CHARLOTTE","HIIT REPUBLIC REDCLIFFE"
"Thursday, 20 February 2025","17:00 - 17:45","BODYATTACK","ALISON","BLACKTOWN"
"Thursday, 20 February 2025","17:00 - 18:00","REFORMER PILATES","VIRTUAL INSTRUCTOR","SOUTH MORANG (ONE HEALTH)"
"Thursday, 20 February 2025","17:00 - 17:45","VIRTUAL REFORMER","VIRTUAL INSTRUCTOR","BROADBEACH"
"Thursday, 20 February 2025","17:00 - 18:00","BOXING CIRCUIT","BEN","PENRITH - MULGOA ROAD"
"Thursday, 20 February 2025","17:00 - 17:45","LIME LIFT","MADELENE","PALMERSTON (IFITNESS 247)"
"Thursday, 20 February 2025","17:00 - 18:00","WOD","CLUB LIME ATHLETICA","PORT KENNEDY"
"Thursday, 20 February 2025","17:00 - 18:00","WOD","CLUB LIME ATHLETICA","MANDURAH"
"Thursday, 20 February 2025","17:00 - 17:50","REFORMER PILATES","VIV","MENTONE"
"Thursday, 20 February 2025","17:00 - 17:45","BODYPUMP","NIKI","CLEVELAND"
"Thursday, 20 February 2025","17:00 - 17:45","REFORMER PILATES","BIANCA","BUTLER"
"Thursday, 20 February 2025","17:10 - 17:55","THROWDOWN","CONNOR","HIIT REPUBLIC BRADDON"
"Thursday, 20 February 2025","17:15 - 18:00","HYBRID","LAURA","HIIT REPUBLIC TUGGERANONG"
"Thursday, 20 February 2025","17:15 - 18:00","TIME CAP","FIONA","HIIT REPUBLIC MITCHELL"
"Thursday, 20 February 2025","17:15 - 18:00","BLEND","ALEX","HIIT REPUBLIC ERINDALE"
"Thursday, 20 February 2025","17:15 - 18:00","THROWDOWN","HAYLEY","HIIT REPUBLIC CISAC"
"Thursday, 20 February 2025","17:15 - 18:00","HYBRID","JESSE","HIIT REPUBLIC YAMANTO"
"Thursday, 20 February 2025","17:15 - 18:00","REFORMER - INTERMEDIATE","MADELENE","CARIBBEAN PARK"
"Thursday, 20 February 2025","17:15 - 17:45","LES MILLS CORE","RENEE","DARWIN CITY (IFITNESS 247)"
"Thursday, 20 February 2025","17:15 - 17:45","S-CONNECT BIG RIG","IRENE","CLARKSON"
"Thursday, 20 February 2025","17:15 - 18:00","REFORMER PILATES","FLEUR","CLARKSON"
"Thursday, 20 February 2025","17:15 - 18:00","REFORMER PILATES","ANTO","KINGS SQUARE"
"Thursday, 20 February 2025","17:15 - 18:00","REFORMER PILATES","FIONA","WANNEROO"
